sensor,date,time,Density,Flow,Speed
S124,09/01/2013,7:30 am,8.1477165,1822,57.387825
S124,09/01/2013,8:00 am,9.133505,2106,58.697704
S124,09/01/2013,8:30 am,8.262707,1832,57.274734
S124,09/01/2013,9:00 am,7.871584,1626,54.635796
S124,09/01/2013,9:30 am,7.6398177,1588,56.146603
S124,09/01/2013,10:00 am,7.371368,1540,54.866558
S124,09/01/2013,10:30 am,7.389334,1472,53.470142
S124,09/01/2013,11:00 am,7.6969166,1616,55.45901
S124,09/01/2013,11:30 am,8.268567,1754,54.713676
S124,09/01/2013,Noon,9.13439,1932,55.273003
S124,09/01/2013,12:30 pm,8.560626,1886,57.426334
S124,09/01/2013,1:00 pm,10.279352,2140,54.88033
S124,09/01/2013,1:30 pm,9.205874,2002,56.17023
S124,09/01/2013,2:00 pm,10.335821,2280,56.12463
S124,09/01/2013,2:30 pm,11.576135,2578,56.4412
S124,09/01/2013,3:00 pm,13.461676,2982,56.20258
S124,09/01/2013,3:30 pm,14.340898,3342,58.616184
S124,09/01/2013,4:00 pm,15.409383,3614,58.641403
S124,09/01/2013,4:30 pm,17.67742,4054,57.74955
S124,09/01/2013,5:00 pm,16.397524,3860,59.272625
S124,09/01/2013,5:30 pm,16.82069,3888,58.2746
S124,09/01/2013,6:00 pm,15.350521,3534,58.01711
S124,09/01/2013,6:30 pm,13.272601,3030,57.600857
S124,09/01/2013,7:00 pm,10.705476,2410,56.798355
S124,09/01/2013,7:30 pm,8.703708,1998,57.938
S124,09/01/2013,8:00 pm,7.7644973,1768,57.70208
S124,09/01/2013,8:30 pm,8.036543,1812,57.074482
S124,09/01/2013,9:00 pm,7.6408634,1732,57.40119
S124,09/01/2013,9:30 pm,7.6979733,1738,57.631203
S124,09/01/2013,10:00 pm,6.9222317,1572,57.74265
S124,09/01/2013,10:30 pm,6.002788,1358,57.57855
S124,09/01/2013,11:00 pm,4.4350104,984,56.81266
S124,09/01/2013,11:30 pm,3.5160978,786,58.087227
S124,09/01/2013,Midnight,3.4225042,768,57.240498
S124,10/01/2013,12:30 am,2.6069374,560,57.020107
S124,10/01/2013,1:00 am,1.8358963,390,55.754097
S124,10/01/2013,1:30 am,1.668132,344,56.030365
S124,10/01/2013,2:00 am,1.2633586,282,58.19029
S124,10/01/2013,2:30 am,1.3089969,268,54.958572
S124,10/01/2013,3:00 am,1.0777375,216,53.96143
S124,10/01/2013,3:30 am,0.91862094,180,54.24497
S124,10/01/2013,4:00 am,0.9440149,182,54.067623
S124,10/01/2013,4:30 am,1.1565639,208,52.53514
S124,10/01/2013,5:00 am,1.4641618,284,55.162663
S124,10/01/2013,5:30 am,2.3079293,474,54.984184
S124,10/01/2013,6:00 am,4.150541,888,57.580406
S124,10/01/2013,6:30 am,5.8270855,1258,57.082092
S124,10/01/2013,7:00 am,7.564744,1720,58.302723
S124,10/01/2013,7:30 am,8.596103,1942,57.598423
S124,10/01/2013,8:00 am,8.900025,2014,57.71508
S124,10/01/2013,8:30 am,7.6474376,1756,58.564568
S124,10/01/2013,9:00 am,8.2765,1746,55.592308
S124,10/01/2013,9:30 am,7.493846,1550,54.463055
S124,10/01/2013,10:00 am,7.817843,1666,55.425953
S124,10/01/2013,10:30 am,7.444926,1558,54.90233
S124,10/01/2013,11:00 am,8.310991,1710,54.306786
S124,10/01/2013,11:30 am,8.674313,1838,55.23323
S124,10/01/2013,Noon,8.669835,1850,55.327568
S124,10/01/2013,12:30 pm,9.370417,2024,56.413704
S124,10/01/2013,1:00 pm,9.460546,2064,56.043583
S124,10/01/2013,1:30 pm,10.094129,2222,56.248646
S124,10/01/2013,2:00 pm,10.172824,2282,57.44106
S124,10/01/2013,2:30 pm,11.923437,2668,57.070374
S124,10/01/2013,3:00 pm,13.292756,3010,57.361794
S124,10/01/2013,3:30 pm,14.651965,3364,58.14751
S124,10/01/2013,4:00 pm,16.322714,3830,58.94136
S124,10/01/2013,4:30 pm,17.982716,4190,58.600697
S124,10/01/2013,5:00 pm,17.262255,3932,57.21189
S124,10/01/2013,5:30 pm,16.655218,3688,55.611576
S124,10/01/2013,6:00 pm,15.343892,3394,55.4844
S124,10/01/2013,6:30 pm,13.265497,2842,53.950092
S124,10/01/2013,7:00 pm,11.633643,2472,53.959835
